datetime,temperature,humidity,anomaly
2025-01-03 09:00:00,18.79608692338643,46.79930478378672,1
2025-01-03 10:00:00,21.585155568876328,55.10549108743978,1
2025-01-03 11:00:00,20.57001291478845,49.63838403842021,1
2025-01-03 12:00:00,22.379593354328417,44.2827328133956,1
2025-01-03 13:00:00,19.89836443965584,57.87094494378532,1
2025-01-03 14:00:00,19.06126350738736,57.3026994036873,1
2025-01-03 15:00:00,19.567830353014223,55.53468571280376,1
2025-01-03 16:00:00,20.30279365546381,53.39261982652248,1
2025-01-03 17:00:00,19.81802023973177,39.893761616533,1
2025-01-03 18:00:00,20.65064750510524,53.75548387335717,1
2025-01-03 19:00:00,20.855003955161948,44.52909346023577,1
2025-01-03 20:00:00,19.099912970934525,57.663378068221775,1
2025-01-03 21:00:00,20.93971889229488,49.8322694013715,1
2025-01-03 22:00:00,19.49740555930964,53.28790637772445,1
2025-01-03 23:00:00,18.90378504300809,45.65439038741847,1
2025-01-04 00:00:00,21.326645057375487,51.86812152446739,1
2025-01-04 01:00:00,19.250708954518576,49.74290594474781,1
2025-01-04 02:00:00,18.92019201394328,51.13120509777845,1
2025-01-04 03:00:00,19.050285334828537,45.51853186996856,1
2025-01-04 04:00:00,19.03157158730332,60.11206120862942,1
2025-01-04 05:00:00,21.46750667393133,46.11045721838494,1
2025-01-04 06:00:00,19.49645047726717,46.32856602632013,1
2025-01-04 07:00:00,20.301244256099903,52.48241802244621,1
2025-01-04 08:00:00,20.776966115346504,54.00910236624756,1
2025-01-04 09:00:00,20.5047852332186,48.62431063687832,1
2025-01-04 10:00:00,20.1000985806657,51.36056704015514,1
2025-01-04 11:00:00,20.395756001272726,52.78881864295007,1
2025-01-04 12:00:00,21.630616936754432,45.6528656995563,1
2025-01-04 13:00:00,19.463153533451383,49.842906522233775,1
2025-01-04 14:00:00,18.13471645871819,55.14008739777108,1
2025-01-04 15:00:00,18.95668710583553,46.74340768902131,1
2025-01-04 16:00:00,19.03503171555952,45.384395819537616,1
2025-01-04 17:00:00,20.331145536328908,46.19723244164285,1
2025-01-04 18:00:00,21.874866124736027,49.72797277837639,1
2025-01-04 19:00:00,21.87310690909684,39.56017916761776,1
2025-01-04 20:00:00,20.36859633531336,56.541871732874725,1
2025-01-04 21:00:00,19.538335222979875,46.05010591103371,1
2025-01-04 22:00:00,20.071764674411508,54.33238758973637,1
2025-01-04 23:00:00,19.15862317933649,53.197355028539945,1
2025-01-05 00:00:00,20.04810357173701,43.34387016252281,1
2025-01-05 01:00:00,20.17227570731911,50.43623757664889,1
2025-01-05 02:00:00,18.799468696276417,55.306213363063975,1
2025-01-05 03:00:00,22.33922418135865,39.03877292108325,1
2025-01-05 04:00:00,21.04040056912769,10.0,-1
2025-01-05 05:00:00,19.8704005640366,48.10514879627223,1
2025-01-05 06:00:00,19.719594241859216,53.15669386977613,1
2025-01-05 07:00:00,20.01563637310213,52.00941936790476,1
2025-01-05 08:00:00,20.01882151703475,47.7549162511913,1
2025-01-05 09:00:00,21.271479597226183,50.72198613720548,1
2025-01-05 10:00:00,20.494342144414787,39.60879042845175,1
2025-01-05 11:00:00,18.885432277602828,46.041147935757365,1
2025-01-05 12:00:00,20.947227923034017,43.44446773845156,1
2025-01-05 13:00:00,20.03244987031189,57.814841601336695,1
2025-01-05 14:00:00,18.710199595941507,49.207164761916566,1
2025-01-05 15:00:00,20.418468638144272,48.82616898221522,1
2025-01-05 16:00:00,17.845317602910324,47.650517263270615,1
2025-01-05 17:00:00,19.82922220696207,49.076589417090624,1
2025-01-05 18:00:00,21.58387080363145,49.46789683901376,1
2025-01-05 19:00:00,19.56059061486652,59.59452681328747,1
2025-01-05 20:00:00,19.521989224348943,48.92530414109399,1
2025-01-05 21:00:00,21.59187379416232,56.74893336030084,1
2025-01-05 22:00:00,19.35517641171967,47.42760615226464,1
2025-01-05 23:00:00,21.324407518644858,50.21351548568216,1
2025-01-06 00:00:00,21.123879887991155,43.75090709547709,1
2025-01-06 01:00:00,19.03852813099986,50.46519843577208,1
2025-01-06 02:00:00,20.2128617472908,54.20242056610254,1
2025-01-06 03:00:00,19.79117237868174,52.0412573223848,1
2025-01-06 04:00:00,20.33758048117317,51.58144691908682,1
2025-01-06 05:00:00,20.44008473879882,48.19227914151866,1
2025-01-06 06:00:00,19.290571158178217,53.73344666627496,1
2025-01-06 07:00:00,20.106142275906937,54.12131600396491,1
2025-01-06 08:00:00,20.7391226817761,51.43081329240039,1
2025-01-06 09:00:00,17.91437390285294,52.50855372373645,1
2025-01-06 10:00:00,20.40011320150277,52.60016766923386,1
2025-01-06 11:00:00,19.37403292662648,46.44013194759098,1
2025-01-06 12:00:00,19.56847785887985,51.8234670919981,1
2025-01-06 13:00:00,18.0949150492104,47.54431478258703,1
2025-01-06 14:00:00,22.03205206004421,32.57197916220804,-1
2025-01-06 15:00:00,18.33074580184168,48.88074035475046,1
2025-01-06 16:00:00,20.383972697251263,51.53285265591646,1
2025-01-06 17:00:00,20.555262858395555,46.062413856606895,1
2025-01-06 18:00:00,22.163484650459537,56.82238220924299,1
2025-01-06 19:00:00,20.32922065992585,45.53864298365047,1
2025-01-06 20:00:00,20.162169401795904,52.644542737745695,1
2025-01-06 21:00:00,19.593912727461323,56.34134904488106,1
2025-01-06 22:00:00,20.119768220131128,51.52655530451059,1
2025-01-06 23:00:00,21.248421635801336,50.25406361929394,1
2025-01-07 00:00:00,19.921873075050147,56.17178328496105,1
2025-01-07 01:00:00,21.07701559368092,46.80589746234982,1
2025-01-07 02:00:00,19.42220186458661,47.73656489065241,1
2025-01-07 03:00:00,19.813947389412387,48.673598335701605,1
2025-01-07 04:00:00,20.226096288188096,52.39743252023607,1
2025-01-07 05:00:00,19.867603578954185,43.10832643416646,1
2025-01-07 06:00:00,17.633451730248286,56.26580003984362,-1
2025-01-07 07:00:00,19.592590776234257,51.79329635014194,1
2025-01-07 08:00:00,20.229403431903325,40.816786815019,1
2025-01-07 09:00:00,20.10686536504627,47.823101522217584,1
2025-01-07 10:00:00,19.042455189392733,51.857199936723305,1
2025-01-07 11:00:00,20.04960364484249,47.67991310346402,1
2025-01-07 12:00:00,20.99142117805062,51.9039487714069,1
2025-01-07 13:00:00,20.1427144640842,54.419247479540296,1
2025-01-07 14:00:00,19.391741375452742,40.25497939203295,1
2025-01-07 15:00:00,19.344715091359262,47.20260104839903,1
2025-01-07 16:00:00,19.815125234240234,58.60561830101827,1
2025-01-07 17:00:00,20.553125685365025,51.89410763741317,1
2025-01-07 18:00:00,18.354663479400912,49.45362380739433,1
2025-01-07 19:00:00,18.730352824764065,46.540818403768526,1
2025-01-07 20:00:00,20.85705081522931,50.177475569831806,1
2025-01-07 21:00:00,19.59230433262985,52.37910477317439,1
2025-01-07 22:00:00,20.247981106022937,49.08993423716822,1
2025-01-07 23:00:00,19.71251633691591,48.413145909625015,1
